data;instytucja;fundusz;DATA_fundusz;typ_aktywa;emitent;isin;waluta;liczba_sztuk;wartosc_nominalna;wartosc_wg_ceny_nabycia;wartosc_wg_wyceny;udzial_proc_aktywa;termin_wykupu;rodzaj_oprocentowania;oprocentowanie;rodzaj_rynku;rynek;nazwa_instrumentu;typ_instrumentu;poziom_hierarchii;TYP_aktywo_std
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;PLKETY000011;PLN;0;0;0;297;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;KRUK;PLKRK0000010;PLN;0;0;0;1791;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;LPP;PLLPP0000011;PLN;0;0;0;10883;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;FR0000121014;PLN;0;0;0;403;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Medicover AB;SE0009778848;PLN;0;0;0;2410;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Microsoft Corp;US5949181045;PLN;0;0;0;5405;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;PLMRBUD00015;PLN;0;0;0;447;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;US60741F1049;PLN;0;0;0;493;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Mo-BRUK SA;PLMOBRK00013;PLN;0;0;0;982;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;PLMURPL00190;PLN;0;0;0;79;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;NEUCA;PLTRFRM00018;PLN;0;0;0;1951;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;US6541061031;PLN;0;0;0;296;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;CH0012005267;PLN;0;0;0;471;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;;DK0062498333;PLN;0;0;0;410;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;NVIDIA Corp;US67066G1040;PLN;0;0;0;5651;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Palo Alto Networks Inc;US6974351057;PLN;0;0;0;2196;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;PEKAO;PLPEKAO00016;PLN;0;0;0;7471;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;PGE;PLPGER000010;PLN;0;0;0;1131;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;PKNORLEN;PLPKN0000018;PLN;0;0;0;11595;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;PKOBP;PLPKO0000016;PLN;0;0;0;9880;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;PZU;PLPZU0000011;PLN;0;0;0;7970;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Rheinmetall AG;DE0007030009;PLN;0;0;0;2030;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;Salesforce.com Inc;US79466L3024;PLN;0;0;0;1932;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2040;2040;Akcje;SANPL2;PLBZ00000044;PLN;0;0;0;3558;;;;;;;Akcje;;akcje
