COMPANY;TICKER;Allianz Polska TFI S.A.;BNP Paribas TFI S.A.;ESALIENS TFI S.A.;Generali Investments TFI S.A.;Goldman Sachs TFI S.A.;Investors TFI S.A.;Millennium TFI S.A.;Nationale-Nederlanden;PFR TFI S.A.;PKO TFI S.A.;PZU TFI S.A.;Pekao TFI S.A.;Pocztylion;Santander TFI S.A.;UNIQA TFI S.A.;TOTAL;Allianz Polska TFI S.A._pct;BNP Paribas TFI S.A._pct;ESALIENS TFI S.A._pct;Generali Investments TFI S.A._pct;Goldman Sachs TFI S.A._pct;Investors TFI S.A._pct;Millennium TFI S.A._pct;Nationale-Nederlanden_pct;PFR TFI S.A._pct;PKO TFI S.A._pct;PZU TFI S.A._pct;Pekao TFI S.A._pct;Pocztylion_pct;Santander TFI S.A._pct;UNIQA TFI S.A._pct;TOTAL_pct
GIEŁDA PAPIERÓW WARTOŚCIOWYCH W WARSZAWIE S.A.;GPW PW Equity;0;2227;0;0;22782;-163;0;0;0;0;0;0;4742;0;0;29588;;0.5808555033907146;;;1.3133863714977517;-0.02487410346406227;;;;0;;;0.26994357460994102;;;0.20069776231475743
GIEŁDA PRAW MAJĄTKOWYCH VINDEXUS S.A.;VIN PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
GN STORE NORD A/S;GN DC Equity;-8597;0;0;0;0;0;0;0;0;0;0;0;0;8562;0;-35;-1;;;;;;;;;;;;;1.2637638376383764;;-0.0022768670309654127
GRENEVIA S.A.;GEA PW Equity;0;53741;0;0;-763919;0;0;0;0;1881186;8095174;-353875;13117.2;-241218;0;8684206.2;;0.394290451804135;0;;-0.4041281518328679;;;;;6.118573449773137;;-1;;-1;;2.687581129196732
GRODNO S.A.;GRN PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-15153;0;-15153;;0;;;;;;;;;;;;-1;;-0.6290161892901619
GRUPA AZOTY S.A.;ATT PW Equity;-22628;834;-14250;0;13270;-2811;-2292;0;0;229483;0;-63266;0;0;-53308;85032;-1;0.07497303128371091;-0.41007194244604314;;0.2659798360425729;-0.2478835978835979;-0.8124778447359093;;;1.1042817546628685;;-1;;;-1;0.1860900774718781
GRUPA AZOTY ZAKŁADY AZOTOWE PUŁAWY S.A.;ZAP PW Equity;0;2291;0;0;0;0;0;0;0;0;0;0;0;0;0;2291;;;;;;;;;;;;;;;;
GRUPA KĘTY S.A.;KTY PW Equity;-26801;-258;0;-1037;-205;427;304;57845;-92;-8705;18664;-3262;-116.2;-182;-2501;34080.8;-1;-0.09739524348810868;;-0.1960673095103044;-0.01613157066414861;0.0434605597964377;0.25312239800166523;;-0.1415384615384615;-0.1036852637095621;0.7803654304469624;-0.5719796598281606;-0.032853164449596406;-0.07483552631578949;-0.3935483870967742;0.18419790625973697
GRUPA PRACUJ S.A.;GPP PW Equity;-15147;0;0;25423;1061;26690;0;0;0;213179;1877;-11560;0;14620;27487;283630;-0.4790019606602998;0;;;;;;;;9.359808570425009;0.09436902966314742;-0.9994812381117067;;;0.4002475427739351;1.833123283244466
Globe Trade Centre S.A.;GTC PW Equity;0;0;0;0;0;-17416;-3563;0;0;0;0;0;0;0;0;-20979;;;;;;-1;-0.2238768457430097;;;0;;;;;;-0.2204347963140032
Goldman Sachs Group Inc;GS US Equity;0;0;0;449;0;0;0;0;0;0;0;0;0;0;0;449;;;;0.7863397548161122;;;;;;;;;;;;0.7863397548161122
Greenvolt-Energias Renovaveis SA;GVOLT PL Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Grenergy Renovables S.A.;GRE SM Equity;0;0;0;0;0;0;0;140323.7;0;0;0;0;0;0;0;140323.7;;;;;;;;;;;;;;;;
Grupa Pracuj S.A.;PRA PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
HOME DEPOT INC./THE;HD US Equity;0;0;0;0;0;530;0;0;0;0;0;0;0;0;0;530;;;;;;;;;;;;;;;;
HUUUGE INC.;HUG PW Equity;-47982;2294;4578;0;123900;0;11297;0;3572;164830;0;24735;0;10116;57003;354343;-0.35942111492307006;0.20429245703090217;0.04631259484066774;;3.127603180613404;;;;50.30985915492957;1.412533957203212;;0.13880860854681675;;0.24454275146856187;;0.5719674713808844
Hafnia Ltd;HAFNI NO Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
IMS S.A.;IMS PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
INDUSTRIAL MILK COMPANY S.A.;IMC PW Equity;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;;;;;;;;;;;;;;;;
INFINERA CORP;INFN US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;37643;0;37643;;;;;;;;;;;;;;2.3028875565887682;;2.3028875565887682
ING BANK ŚLĄSKI S.A.;ING PW Equity;0;4765;1932;3116;21237;8248;3943;235229.2;2121;16000;50666;0;3442.9;18208;1480;370388.1;;0.6302076444914695;0.6117796073464219;0.47247915087187266;0.7852468108707708;0.7920107547532169;2.2164137155705453;;1.680665610142631;1.0142630744849446;9.380855397148677;0;0.4242995629894186;;0.11455995046056188;3.6706895905840213
INGERSOLL-RAND INC;IR US Equity;0;0;0;0;0;4874;0;0;0;0;0;0;0;0;0;4874;;;;;;;;;;;;;;;;
INPOST S.A.;INPST NA Equity;0;48349;0;17620;109803;34743;0;161152;11526;0;304821;78770;0;40550;58091;865425;;;;0.723584247053509;;;;;;;0.9638913483430306;0.5574387680723532;;1.2854244595194317;1.075759259259259;1.52512840033554
INTER CARS S.A.;CAR PW Equity;45081;1815;0;2795;4424;2029;657;0;673;14373;4844;2469;1711.1;-201;2755;83425.1;2.545511010728402;0.941390041493776;;1.0766563944530047;0.3347457627118644;0.3230891719745224;0.42997382198952884;;0.7486095661846497;0.24967429256344786;0.09507546762448715;0.27741573033707855;0.3882097773905786;-0.033283656234475933;0.7727910238429172;0.47512744844767816
INTROL S.A.;INL PW Equity;0;-5343;0;0;0;0;0;0;0;0;0;0;0;0;0;-5343;;-0.20308639629024285;;;;;;;;;;;;;;-0.20308639629024285
IZOBLOK S.A.;IZB PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;;0
Indra Sistemas SA;IDR SM Equity;0;0;0;0;0;0;0;0;0;0;305024;0;0;0;0;305024;;;;;;;;;;;;;;;;
Infineon Technologies AG;IFX GR Equity;31106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31106;5.151705862868499;;;;;;;;;;;;;;;5.151705862868499
Insulet Corporation;PODD US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
International Petroleum Corp.;IPCO SS Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
JASTRZĘBSKA SPÓŁKA WĘGLOWA S.A.;JSW PW Equity;0;0;6710;0;267488;17944;2376;0;-8723;17022;0;289878;0;21860;-82334;532221;;0;0.20716270453843787;;11.83941928916036;0.765006821282401;0.34375;;-1;0.07956845495468112;;;;2.83675058396055;-1;1.2988507991204673
JPMORGAN CHASE & CO;JPM US Equity;0;0;0;0;0;2403;0;24544.4;0;0;0;0;0;0;0;26947.4;;;;;;;;;;;;;;;;
JUMBO SA;BELA GA Equity;0;0;0;0;13359;0;0;0;0;0;0;0;0;0;0;13359;;;;;;;;;;;;;;;;
Jacobs Solutions Inc;J US Equity;0;0;0;0;0;0;0;0;0;0;0;5459;0;0;0;5459;;;;;;;;;;;;;;;;
Johnson & Johnson;JNJ US Equity;0;0;0;2009;0;0;0;0;0;0;0;0;0;0;0;2009;;;;;;;;;;;;;;;;
Johnson Controls International;JCI US Equity;0;0;0;0;0;0;0;0;0;0;0;17804;0;0;0;17804;;;;;;;;;;;;1.5111186555763027;;;;1.5111186555763027
K2 HOLDING SA;FAB PW Equity;0;2206;0;0;0;0;0;0;0;0;0;0;0;0;0;2206;;0.858699883223044;;;;;;;;;;;;;;0.858699883223044
KERNEL HOLDING SA;KER PW Equity;0;-5227;0;0;0;0;0;0;0;-73359;0;0;0;0;0;-78586;;-1;;;;;;;;-1;;;;;;-1
KGHM POLSKA MIEDŹ S.A.;KGH PW Equity;7199;5657;6660;10924;4969;-17334;2503;615642;1905;181417;157718;24634;3744.9;3119;3407;1012164.9;0.05550415567994316;0.2249930398122737;0.5520099461251553;0.4814243532678155;0.04061731119775702;-0.3354102167182662;0.1608508450613715;;0.23893139345290358;0.29053356116887976;0.5380828423361799;0.30495927108866283;0.14376616949993215;0.08856266681810432;0.05259826473585072;0.6696390089880222
KINO POLSKA TV S.A.;KPL PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
KRUK S.A.;KRU PW Equity;73207;3573;0;4735;12892;7125;1098;64762.3;671;25772;71959;14327;878.8;4780;16234;302014.1;2.9795278795278796;0.9061628201876744;;0.6812949640287769;0.51912700330192486;0.9138130050019238;0.449447400736799;;0.24364560639070444;0.1954156335539834;1.2670845732598477;1.949516941080419;0.12414669017506984;0.693155452436195;1.472471655328798;1.0261651766219755
Karuna Therapeutics Inc.;KRTX US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Kerry Group PLC;KYGA ID Equity;0;0;0;0;0;0;0;0;0;0;0;-4612;0;0;0;-4612;;;;;;;;;;;;-1;;;;-1
L'Oréal S.A.;OR FP Equity;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;103;;;;;;;;;;;;;;;;
LEONARDO SPA;LDO IM Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-27890;0;-27890;;;;;;;;;;;;;;-1;;-1
LOKUM DEWELOPER S.A.;LKD PW Equity;0;4075;0;0;0;0;0;0;0;0;0;0;0;0;0;4075;;0.706851691240243;;;;;;;;;;;;;;0.706851691240243
LPP S.A.;LPP PW Equity;1592;169;32;112;1598;6301;124;8469.8;61;3039;4941;926;136.3;495;933;28929.1;0.48819380558111014;0.66798418972332;0.3855421686746987;0.2162162162162162;1.1104933981931899;1.595997973657548;0.9323308270676691;;0.6630434782608697;0.4028900967784701;1.1267958950969215;0.8267857142857142;0.383315050769274;1.3306451612903226;2.5284552845528455;1.2118653475499896
LSI SOFTWARE S.A.;LSI PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
LUBELSKI WĘGIEL BOGDANKA S.A.;LWB PW Equity;0;-2651;0;0;0;19597;0;0;-5429;0;0;124900;0;-11075;-23022;102320;;-0.4533173734610123;0;;;;;;-1;;;;;-1;-1;2.0978390125886742
LVMH Moet Hennessy Louis Vuitt;MC FP Equity;0;0;0;-79;0;143;0;2249.4;0;0;9025;0;0;0;0;11338.4;;;;-0.2344213649851632;;;;;;;;;;;;33.64519287833828
Lockheed Martin Corporation;LMT US Equity;0;0;0;0;0;0;0;0;0;0;0;-852;0;0;0;-852;;;;;;;;;;;;-1;;;;-1
Logitech International SA;LOGN SW Equity;0;0;0;3714;0;0;0;0;0;0;0;0;0;0;0;3714;;;;;;;;;;;;;;;;
M.D.C. Holdings Inc.;MDC US Equity;0;0;0;0;0;0;0;0;0;0;0;-11060;0;-4046;0;-15106;;;;;;;;;;;;-1;;-1;;-1
MABION S.A.;MAB PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;0;;;;;0;;;;;;0
MAGYAR TELEKOM TELECOMMUNICATIONS PLC;MTELEKOM HB Equity;0;0;0;0;579534;0;0;0;0;0;0;0;0;0;0;579534;;;;;;;;;;;;;;;;
MANGATA HOLDING S.A.;MGT PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;2986.3;0;0;2986.3;;0;;;;;;;;;;;0.5221952157795342;;;0.48245985330705366
MARATHON PETROLEUM CORP;MPC US Equity;0;0;0;0;0;1131;0;0;0;0;0;0;0;0;0;1131;;;;;;;;;;;;;;;;
MARTIN MARIETTA MATERIALS INC;MLM US Equity;0;0;0;0;0;974;0;0;0;0;0;0;0;0;0;974;;;;;;;;;;;;;;;;
MARVELL TECHNOLOGY INC;MRVL US Equity;0;0;0;0;0;5296;0;0;0;0;0;0;0;0;0;5296;;;;;;;;;;;;;;;;
MARVIPOL DEVELOPMENT S.A.;MVP PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
MASTERCARD INC.;MA US Equity;0;0;0;0;0;865;0;0;0;0;0;0;0;0;0;865;;;;;;;;;;;;;;;;
MBANK S.A.;MBK PW Equity;-36366;825;-1000;-1617;13369;592;1412;104019.2;184;21669;48684;-6085;58.3;-4526;10125;151343.5;-0.63568032443014964;0.34957627118644076;-0.60422960725075534;-0.19528985507246375;1.4120194338825516;0.07650555699147077;1.5865168539325842;;0.21904761904761916;0.37226841671247946;15.633911368015415;-0.4087458856720628;0.027176549613762813;-1;;0.8834080599699645
MEDIGENE AG;MDG1 GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;;0
MENNICA SKARBOWA S.A.;MNS PW Equity;0;0;0;0;0;0;0;0;-767;0;0;0;0;0;0;-767;;;;;;;;;-1;;;;;;;-1
MERCOR S.A.;MCR PW Equity;0;8227;0;0;0;0;0;0;0;0;0;0;0;0;0;8227;;1.1895604395604397;;;;;;;;;;;;;;1.1895604395604397
MEYER BURGER TECHNOLOGY AG;MBTN SW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;911303;0;911303;;;;;;;;;;;;;;2.9729166326846854;;2.9729166326846854
MFO SA;MFO PW Equity;38903;1018;0;0;0;0;0;0;0;11830;0;0;0;25046;-16784;60013;;0.2168264110756124;;;;;;;;;;;;0.7038754461400107;-1;1.051715677683923
MIRBUD S.A.;MRB PW Equity;0;49533;0;23414;571057;117864;0;802186.7;45093;0;0;0;0;187631;157145;1953923.7;;4.3027275886031964;;;1.250617581358679;1.7474795397936188;;;;;;;;;;3.6482388065275035
MKS INSTRUMENTS, INC.;MKSI US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-1215;0;-1215;;;;;;;;;;;;;;-1;;-1
ML SYSTEM S.A.;MLS PW Equity;0;3203;0;0;0;0;3088;0;0;0;162547;0;0;1280;0;170118;;10.857627118644068;;;;;0.6094335898954015;;;;;;;;;31.726594554270796
MLP GROUP S.A.;MLG PW Equity;0;0;0;0;12967;-40;0;0;0;0;0;151741;0;0;15;164683;;0;;;0.6492589625475667;-0.008875083203905065;;;;;;12.044848388633118;;;0.0030407459963510686;3.9127325429447126
MO-BRUK S.A.;MBR PW Equity;-146;1107;0;0;-41;0;586;0;0;18000;59340;1806;0;2042;14746;97440;-1;1.7057010785824346;;;-0.014320642682500884;;0.7155067155067154;;;1.451378809869376;;0.1587552742616034;;0.7321620652563642;2.652158273381295;2.6620041525516336
MOBILEYE GLOBAL INC;MBLY US Equity;0;0;0;0;0;3628;0;0;0;0;0;0;0;0;0;3628;;;;;;;;;;;;;;;;
MTU Aero Engines AG;MTX GR Equity;0;0;0;562;0;0;0;0;0;0;0;0;0;0;0;562;;;;1.807073954983923;;;;;;;;;;;;1.807073954983923
MYTILINEOS HOLDINGS S.A.;MYTIL GA Equity;0;0;0;0;23231;0;0;0;0;0;0;0;0;0;0;23231;;;;;;;;;;;;;;;;
Medinice S.A.;ICE PW Equity;-1480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1480;-0.04930539361028751;;;;;;;;;;;;;;;-0.04930539361028751
Mercadolibre Inc;MELI US Equity;0;0;0;0;0;0;0;419.6;0;0;0;0;0;0;0;419.6;;;;;;;;;;;;;;;;
Micron Technology Inc;MU US Equity;0;0;0;-2526;0;0;0;0;0;0;0;0;0;0;0;-2526;;;;-0.4180043024987589;;;;;;;;;;;;-0.4180043024987589
Microsoft Corporation;MSFT US Equity;0;0;0;-293;0;1806;0;0;0;0;7068;0;0;381;0;8962;;;;-0.1494897959183673;;;;;;;0.6462466855627686;0;;0.20583468395461924;;0.4786881743403482
Modern Commerce S.A.;MO2 PW Equity;-541098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-541098;-1;;;;;;;;;;;;;;;-1
Molecure S.A.;MOC PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0
Mondelez International, Inc.;MDLZ US Equity;0;0;0;0;0;0;0;0;0;0;0;15871;0;0;0;15871;;;;;;;;;;;;;;;;
MoonLake Immunotherapeutics AG;MLTX US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Murapol S.A.;MUR PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
NEUCA S.A.;NEU PW Equity;10070;205;0;1128;-22;1303;199;0;0;9099;18777;570;0;1587;-36;42880;0.46105947529875;1.7826086956521738;0;0.5200553250345781;-0.014637391882900919;0.5373195876288659;0.47380952380952394;;;0.3921813714926081;0.5001464986815118;0.21056520132988553;;;-0.014051522248243575;0.4504769508761608
NEW LINDE PLC;LIN US Equity;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;184;;;;;;;;;;;;;;;;
NEWAG S.A.;NWG PW Equity;0;19752;0;0;0;0;0;0;0;0;0;0;0;-383;0;19369;;;;;0;;;;;;;;;-1;;1.5736919077023072
NIKE Inc;NKE US Equity;0;0;0;1362;0;0;0;0;0;0;66507;0;0;0;0;67869;;;;0.8040141676505313;;;;;;;;;;;;40.064344746162933
NORFOLK SOUTHERN CORP;NSC US Equity;0;0;0;0;0;886;0;0;0;0;0;0;0;0;0;886;;;;;;;;;;;;;;;;
NOVO NORDISK A/S;NOVOB DC Equity;0;0;0;0;0;1838;0;0;0;0;0;0;0;0;0;1838;;;;;;;;;;;;;;;;
NVIDIA CORP;NVDA US Equity;0;0;0;-1186;0;1469;0;0;0;0;14193;0;0;1178;0;15654;;;;-0.5549836218998596;;;;;;;;;;;;7.325222274216192
Nadaq Inc.;NDAQ US Equity;0;0;0;0;0;0;0;0;0;0;0;11706;0;0;0;11706;;;;;;;;;;;;;;;;
NanoGroup S.A.;NNG PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
Nestle SA;NESN SW Equity;0;0;0;1842;0;0;0;0;0;0;0;0;0;0;0;1842;;;;;;;;;;;;;;;;
Newmont Mining Corp;NEM US Equity;62402;0;-100;0;0;7618;0;0;0;0;2243;-11334;0;0;0;60829;5.856593148756452;;-0.09871668311944715;;;;;;;;0.08223648029330889;-1;;;;1.2098772798695228
Novartis AG;NOVN SW Equity;0;0;0;0;0;0;0;0;0;0;0;22220;0;0;0;22220;;;;;;;;;;;;;;;;
OCULAR THERAPEUTIX, INC.;OCUL US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;91660;0;91660;;;;;;;;;;;;;;4.6665309031666834;;4.6665309031666834
OEX S.A.;OEX PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
ONDE S.A.;OND PW Equity;-50595;0;0;0;0;0;0;0;0;0;0;0;-72.2;0;0;-50667.2;-1;0;;;;;;;;;;;-0.004136220127617496;;0;-0.7324926327379383
OPONEO.PL S.A.;OPN PW Equity;0;0;0;-15704;-289;639;0;0;0;0;0;-9401;12220.5;0;0;-12534.5;0;0;;-0.6104092976250632;-0.015096902261923395;0.05380146501641825;;;;;;-0.9992559523809523;0.8963254391041227;;;-0.06062689551401257
ORANGE POLSKA S.A.;OPL PW Equity;-173990;64754;200;-84962;324109;255521;32740;3091483.4;-243;1000922;-3229491;-325437;88984.5;-136843;96143;1003890.9;-1;0.9394849474066014;0.0012496094970322336;-0.24661979762326347;1.0713815843842455;1.7799643339788514;0.4017720183092197;;-0.0036748582230623494;0.31238563563258957;-1;-1;0.7295532725217248;-1;0.22493115880149638;0.1142544036798341
ORLEN S.A.;PKN PW Equity;135897;47172;83138;28715;22334;42872;34836;1130945.9;14434;919013;458100;326530;64017.6;84494;-15531;3376967.5;0.23044755972861196;0.3984996705357595;0.7448840626455937;0.14492790196484172;0.05521043198813413;0.23535353535353543;0.61838321439982955;;0.4050171165609741;0.3595882518428149;0.32292469249547274;1.1178323234398002;0.7600133345711819;0.6215307661186509;-0.05191397475665848;0.5209541321808142
ORZEŁ BIAŁY S.A.;OBL PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
OTP BANK NYRT.;OTP HB Equity;0;0;0;0;21440;0;0;0;0;0;0;0;0;0;0;21440;;;;;;;;;;;;;;;;
Orsted A/S;ORSTED DC Equity;0;0;0;0;0;0;0;0;0;0;58726;28722;0;0;0;87448;;;;;;;;;;;;;;;;
PAYPAL HOLDINGS, INC.;PYPL US Equity;-3899;0;0;0;0;0;0;0;0;0;0;0;0;1104;0;-2795;-1;;;0;;;;;;;;;;0.3824038794596467;;-0.3736131533217484
PCC ROKITA S.A.;PCR PW Equity;0;-632;0;0;0;0;0;0;-1263;0;0;0;0;0;0;-1895;;-0.3678696158323632;;;;;;;-1;;;;;;;-0.6356927205635693
PCF GROUP S.A.;PCF PW Equity;0;0;0;0;0;-3570;0;0;0;455358;0;0;0;0;0;451788;;0;;;0;-1;;;;;;;;;;78.6265227984685
PEPCO GROUP N.V.;PCO PW Equity;0;42467;26700;80708;136921;-3967;20120;244298.6;12903;977155;434221;18424;0;104082;130000;2224032.6;;4.416285357737105;2.119047619047619;;0.9031311219138958;-0.09629108209136362;1.064719267608615;;3.472282023681378;2.3931694055986873;1.4907903003752546;0.28239477637104926;;3.8500406895021086;;2.1603267640547884
PGE POLSKA GRUPA ENERGETYCZNA S.A.;PGE PW Equity;0;-158125;225900;0;-59804;16762;23678;1820558.8;-53460;942359;2634913;564839;149226.4;177349;504625;6788821.2;;-1;0.5881280916428013;0;-0.07621596477477654;0.06677848204646053;0.18584682040092293;;-0.7254420365570678;0.177190905559381;1.6339532432097235;0.6206469534030488;1.9134103100957986;292.17298187808898;2.6670383916113485;0.6728135600075123
PKP CARGO SA;PKP PW Equity;0;0;0;0;-74161;0;0;0;0;0;0;0;0;0;0;-74161;;;;;-1;;;;;0;;;;;;-0.992332807022239
PLANET FITNESS INC CL A;PLNT US Equity;0;0;0;0;0;1432;0;0;0;0;0;0;0;0;0;1432;;;;;;;;;;;;;;;;
PLN ABB LTD;ABBN SW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN ACTIVISION BLIZZARD, INC.;ATVI US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-2484;0;-2484;;;0;;;;;;;;;;;-1;;-0.5539696699375558
PLN AGNICO EAGLE MINES LTD;AEM CN Equity;0;0;-179;0;0;0;0;0;0;0;0;0;0;0;0;-179;;;-0.079379157427937885;;;;;;;;;;;;;-0.079379157427937885
PLN AS TALLINNA VESI;TVE1T ET Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN B.R.A.I.N. BIOTECHNOLOGY RESEARCH AND INFORMATION NETWORK AG;BNN GR Equity;0;0;5613;0;0;0;0;0;0;0;0;0;0;0;0;5613;;;;;;;;;;;;;;;;
PLN BAKKAFROST P/F;BAKKA NO Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN BANCO SANTANDER S.A.;SAN SM Equity;0;0;0;0;0;24358;0;0;0;0;0;0;0;0;0;24358;;;0;;;;;;;;;;;;;0.3440395480225988
PLN BICO GROUP AG;BICO SS Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN BOOKING HOLDINGS INC;BKNG US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN CDRL S.A.;CDL PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN CEZ A.S.;CEZ CP Equity;0;0;0;0;-5283;0;0;0;0;0;0;0;0;0;0;-5283;;;0;;-1;;;;;;;;;;;-0.8684859444353114
PLN CF INDUSTRIES HOLDINGS INC;CF US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN CIRCA GROUP AS;CIRCA Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN CREDIT AGRICOLE SA;ACA FP Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN ERSTE GROUP BANK AG;EBS AV Equity;0;0;4958;0;12667;0;0;0;0;0;167085;0;0;0;0;184710;;;0.36290440638266716;;;;;;;;;;;;;13.519982433025912
PLN EXXON MOBIL CORP;XOM US Equity;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;160;;;0.04694835680751175;;;;;;;;;;;;;0.04694835680751175
PLN FIELMANN AG;FIE GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN GILEAD SCIENCES INC;GILD US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN GLOBAL FASHION GROUP SA;GFG GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN HYDROGENPRO AS;HYPRO NO Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN ILLUMINA INC;ILMN US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN IMPACT COATINGS AB;IMPC SS Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN ING GROEP NV;INGA NA Equity;0;0;7875;0;0;11165;0;0;0;0;0;0;0;0;0;19040;;;0.49684542586750794;;;;;;;;;;;;;1.2012618296529966
PLN INTUITIVE SURGICAL INC;ISRG US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN JENOPTIK AG;JEN GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN JERONIMO MARTINS SGPS S.A.;JMT PL Equity;0;0;5925;57;0;8566;0;0;0;0;139365;-7328;0;0;0;146585;;;0.17161477190441698;0.004520580537711094;;;;;;;0.9599727227640933;-1;;;;0.7342539997395285
PLN K+S AG;SDF GR Equity;0;0;1470;0;0;0;0;0;0;0;0;0;0;0;0;1470;;;0.10151933701657455;;;;;;;;;;;;;0.10151933701657455
PLN KRKA DD NOVO MESTO;KRKG SV Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN MAYR MELNHOF KARTON AG;MMK AV Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN META PLATFORMS, INC.;META US Equity;0;0;110;-493;0;0;0;1801;0;0;0;0;0;-160;0;1258;;;0.02628434886499398;-1;;;;;;;;0;;-0.11611030478955009;;0.14888744230086415
PLN MINESTO AB;MINEST SS Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
